Word		Original_feature		Predicted_feature
अध्ययन		sg		sg
की		sg		sg
जिम्मेदारी		sg		sg
सौंपी		sg		sg
गई		sg		sg
थी		sg		sg
।		UNK		UNK
प्रोफेसर		sg		sg
ए.		sg		sg
घोष		sg		sg
व		UNK		UNK
प्रोफेसर		sg		sg
डी.		sg		sg
वी.		sg		sg
सिंह		sg		sg
समिति		sg		sg
के		sg		pl
सदस्य		pl		pl
हैं		pl		pl
।		UNK		UNK
समिति		sg		sg
को		UNK		UNK
सातों		pl		pl
संस्थानों		pl		pl
को		UNK		UNK
उन्नत		any		any
रूप		sg		sg
देने		pl		any
के		pl		pl
उपायों		pl		pl
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सुझाव		sg		sg
पेश		any		any
करना		sg		sg
है		sg		sg
।		UNK		UNK
१५		sg		sg
अगस्त		sg		sg
,		UNK		UNK
२००३		sg		sg
को		UNK		UNK
तत्कालीन		any		any
प्रधानमंत्री		sg		sg
अटल		sg		sg
बिहारी		sg		sg
वाजपेयी		sg		sg
ने		UNK		UNK
७		any		any
बेहतरीन		any		any
संस्थानों		pl		pl
को		UNK		UNK
उन्नत		any		any
रूप		sg		sg
देकर		any		any
आईआईटी		sg		sg
के		UNK		UNK
समकक्ष		any		any
बनाने		sg		sg
की		sg		sg
घोषणा		sg		sg
की		sg		sg
थी		sg		sg
।		UNK		UNK
ऐसे		pl		pl
संस्थानों		pl		pl
की		sg		sg
पहचान		sg		sg
के		UNK		UNK
लिए		UNK		UNK
केंद्र		sg		sg
ने		UNK		UNK
नवंबर		sg		sg
2003		sg		sg
में		UNK		UNK
प्रोफेसर		sg		sg
एस.		sg		sg
के.		sg		sg
जोशी		sg		sg
की		sg		sg
अध्यक्षता		sg		sg
में		UNK		UNK
विशेषज्ञ		any		sg
समिति		sg		sg
गठित		any		any
की		sg		sg
थी		sg		sg
।		UNK		UNK
समिति		sg		sg
ने		UNK		UNK
इस		sg		sg
वर्ष		sg		sg
अपनी		any		any
रिपोर्ट		sg		sg
सौंप		sg		sg
दी		sg		sg
है		sg		sg
।		UNK		UNK
जोशी		sg		sg
समिति		sg		sg
ने		UNK		UNK
उन्नत		any		any
रूप		sg		sg
दिये		sg		sg
जाने		any		any
के		UNK		UNK
लिए		UNK		UNK
इंस्टीट्यूट		sg		sg
ऑफ		UNK		UNK
टेक्नोलॉजी		sg		sg
,		UNK		UNK
वाराणसी		sg		sg
,		UNK		UNK
हैदराबाद		sg		sg
स्थित		any		any
उस्मानिया		sg		sg
विश्वविद्यालय		sg		sg
के		sg		sg
यूनिवर्सिटी		sg		sg
कॉलेज		sg		sg
ऑफ		UNK		UNK
टेक्नोलॉजी		sg		sg
के		UNK		UNK
साथ		sg		sg
यूनिवर्सिटी		sg		sg
कॉलेज		sg		sg
ऑफ		UNK		UNK
इंजीनियरिंग		sg		sg
को		UNK		UNK
सम्मिलित		any		any
करने		any		sg
,		UNK		UNK
बंगाल		sg		sg
इंजीनियरिंग		sg		sg
कॉलेज		sg		sg
,		UNK		UNK
हावड़ा		sg		sg
,		UNK		UNK
यादवपुर		sg		sg
विश्वविद्यालय		sg		sg
के		sg		sg
इंजीनियरिंग		sg		sg
व		UNK		UNK
टेक्नोलॉजी		any		sg
डिपार्टमेंट		sg		sg
,		UNK		UNK
ज़ाकिर		sg		sg
हुसैन		sg		sg
कॉलेज		sg		sg
ऑफ		UNK		UNK
इंजीनियरिंग		sg		sg
एंड		UNK		UNK
टेक्नोलॉजी		sg		sg
,		UNK		UNK
अलीगढ़		sg		sg
मुस्लिम		any		any
विश्वविद्यालय		sg		sg
,		UNK		UNK
आंध्र		sg		sg
यूनिवर्सिटी		sg		sg
कॉलेज		sg		sg
ऑफ		UNK		UNK
इंजीनियरिंग		sg		sg
,		UNK		UNK
NULL		UNK		UNK
विशाखापट्टनम्		sg		any
व		UNK		UNK
कोचीन		sg		sg
इंस्टीट्यूट		sg		sg
ऑफ		UNK		UNK
साइंस		sg		sg
एंड		UNK		UNK
टेक्नोलॉजी		sg		sg
की		sg		sg
पहचान		sg		sg
की		sg		sg
थी		sg		sg
।		UNK		UNK
समिति		sg		sg
ने		UNK		UNK
कहा		sg		sg
था		sg		sg
कि		UNK		UNK
सभी		UNK		UNK
संस्थान		pl		sg
मौजूदा		any		any
आईआईटी		sg		sg
के		sg		sg
स्तर		sg		sg
की		UNK		sg
तुलना		UNK		UNK
में		UNK		UNK
काफी		UNK		UNK
पीछे		sg		sg
हैं		pl		pl
।		UNK		UNK
इन्हें		pl		pl
आईआईटी		sg		sg
के		UNK		sg
समकक्ष		UNK		any
बनाये		pl		sg
जाने		any		any
से		UNK		UNK
मौजूदा		any		any
आईआईटी		sg		sg
की		sg		sg
प्रतिष्ठा		sg		sg
को		UNK		UNK
लेकर		any		any
खतरा		sg		sg
उत्पन्न		any		any
हो		sg		sg
जायेगा		sg		sg
।		UNK		UNK
पिछले		sg		sg
वर्ष		sg		sg
मई		sg		sg
में		UNK		UNK
सभी		UNK		UNK
चुने		pl		pl
हुए		pl		pl
संस्थानों		pl		pl
के		UNK		UNK
साथ		sg		sg
हुई		sg		sg
बैठक		sg		sg
में		UNK		UNK
संस्थानों		pl		pl
को		UNK		UNK
कहा		sg		sg
गया		sg		sg
कि		UNK		UNK
वे		pl		pl
जोशी		sg		sg
समिति		sg		sg
की		pl		pl
सिफारिशों		pl		pl
के		sg		sg
आधार		sg		sg
पर		UNK		UNK
विजन		sg		sg
डॉक्यूमेंट		sg		sg
तैयार		any		any
करें		pl		pl
।		UNK		UNK
हत्या		sg		sg
,		UNK		UNK
अपहरण		sg		sg
,		UNK		UNK
लूट		sg		sg
व		UNK		UNK
फिरौती		sg		sg
जैसे		pl		UNK
२४		any		any
संगीन		any		any
मामलों		pl		pl
में		UNK		UNK
नामजद		any		sg
अंतर्राज्यीय		any		any
बदमाश		sg		sg
अनिल		sg		sg
भगते		sg		sg
मंगलवार		sg		sg
तड़के		sg		sg
कुंडली		sg		sg
थाना		sg		sg
क्षेत्र		sg		sg
के		sg		sg
गाँव		sg		sg
नांगल		sg		sg
कलां		sg		sg
में		UNK		UNK
हरियाणा		sg		sg
व		UNK		UNK
दिल्ली		sg		sg
पुलिस		sg		sg
की		sg		sg
संयुक्त		any		any
टीम		sg		sg
की		sg		sg
कार्रवाई		sg		sg
के		UNK		UNK
दौरान		sg		sg
मुठभेड़		sg		sg
में		UNK		UNK
मारा		sg		sg
गया		sg		sg
।		UNK		UNK
उसके		sg		sg
दो		any		any
साथियों		pl		pl
ने		UNK		UNK
पुलिस		sg		sg
के		UNK		UNK
सामने		sg		sg
समर्पण		sg		sg
कर		sg		sg
दिया		sg		sg
।		UNK		UNK
पुलिस		sg		sg
ने		UNK		UNK
पोस्टमार्टम		sg		sg
के		UNK		UNK
बाद		sg		sg
भगते		sg		sg
व		UNK		UNK
उसकी		sg		sg
पत्नी		sg		sg
के		pl		pl
शवों		pl		pl
को		UNK		UNK
परिजनों		pl		pl
को		UNK		UNK
सौंप		sg		sg
दिया		sg		sg
।		UNK		UNK
बलबीर		sg		sg
सिंह		sg		sg
ने		UNK		UNK
सीआईए		sg		sg
के		sg		sg
निरीक्षक		sg		sg
राजबीर		sg		sg
सिंह		sg		sg
को		UNK		UNK
फोन		sg		sg
पर		UNK		UNK
इसकी		sg		sg
जानकारी		sg		sg
दी		sg		sg
और		UNK		UNK
फोर्स		sg		sg
लेकर		any		any
प्याऊ		sg		sg
मनियारी		sg		sg
पहुँचने		sg		sg
का		sg		sg
अनुरोध		sg		sg
किया		sg		sg
।		UNK		UNK
राजबीर		sg		sg
सिंह		sg		sg
ने		UNK		UNK
तुरंत		UNK		UNK
इसकी		sg		sg
सूचना		sg		sg
डीएसपी		sg		sg
(		UNK		UNK
मुख्यालय		sg		sg
)		UNK		UNK
अरुण		sg		sg
नेहरा		sg		sg
को		UNK		UNK
दी		sg		sg
।		UNK		UNK
नेहरा		sg		sg
ने		UNK		UNK
मुरथल		sg		sg
थाने		sg		sg
के		sg		sg
एसएचओ		sg		sg
राजेंद्र		sg		sg
सिंह		sg		sg
को		UNK		UNK
तुरंत		UNK		UNK
फोर्स		sg		sg
लेकर		any		any
प्याऊ		sg		sg
मनियारी		sg		sg
पहुँचने		pl		any
के		pl		pl
निर्देश		pl		pl
दिए		pl		pl
।		UNK		UNK
थोड़ी		sg		sg
ही		UNK		UNK
देर		sg		sg
में		UNK		UNK
सभी		UNK		UNK
टीमें		pl		pl
प्याऊ		sg		sg
मनियारी		sg		sg
पहुँच		pl		pl
गईं		pl		pl
।		UNK		UNK
इसी		sg		sg
बीच		sg		sg
सूचना		sg		sg
मिलने		any		any
पर		UNK		UNK
दिल्ली		sg		sg
पुलिस		sg		sg
की		sg		sg
क्राइम		sg		sg
ब्रांच		sg		sg
की		sg		sg
स्पेशल		any		any
टीम		sg		sg
के		sg		sg
एसीपी		sg		sg
जॉय		sg		sg
तिर्की		sg		sg
भी		UNK		UNK
अपनी		any		any
टीम		sg		sg
के		UNK		UNK
साथ		sg		sg
प्याऊ		sg		sg
मनियारी		sg		sg
पहुँच		sg		pl
गए		sg		pl
।		UNK		UNK
सिहाग		sg		sg
के		UNK		UNK
अनुसार		UNK		UNK
तड़के		sg		sg
करीब		UNK		UNK
साढ़े		any		any
चार		any		any
बजे		sg		sg
पुलिस		sg		sg
की		pl		sg
तीन		any		any
टीमों		pl		pl
ने		UNK		UNK
संजय		sg		sg
के		sg		sg
निवास		sg		sg
को		UNK		UNK
घेर		sg		sg
लिया		sg		sg
।		UNK		UNK
संजय		sg		sg
की		sg		sg
पत्नी		sg		sg
से		UNK		UNK
दरवाजा		sg		sg
खुलवाकर		any		any
पुलिस		sg		sg
टीम		sg		sg
अंदर		sg		sg
घुस		sg		sg
गई		sg		sg
।		UNK		UNK
नेहरा		sg		sg
ने		UNK		UNK
सीढ़ियाँ		pl		pl
चढ़कर		any		any
चौबारे		sg		UNK
के		UNK		UNK
सामने		sg		sg
सो		sg		pl
रहे		sg		sg
अनिल		sg		sg
भगते		sg		sg
को		UNK		UNK
आत्म		sg		any
-		UNK		UNK
समर्पण		sg		sg
की		sg		sg
चेतावनी		sg		sg
दी		sg		sg
।		UNK		UNK
पुलिस		sg		sg
को		UNK		UNK
देखते		sg		sg
ही		UNK		UNK
भगते		sg		sg
के		pl		UNK
साथी		pl		sg
संजय		sg		sg
और		UNK		UNK
नरेश		sg		sg
ने		UNK		UNK
नीचे		sg		sg
आकर		any		any
समर्पण		sg		sg
कर		sg		sg
दिया		sg		sg
,		UNK		UNK
जबकि		UNK		UNK
भगते		sg		sg
ने		UNK		UNK
पुलिस		sg		sg
टीम		sg		sg
पर		UNK		UNK
फायर		sg		any
कर		sg		sg
दिया		sg		sg
।		UNK		UNK
जवाब		sg		sg
में		UNK		UNK
पुलिस		sg		sg
ने		UNK		UNK
भी		UNK		UNK
गोलियाँ		pl		pl
चलाईं		pl		sg
,		UNK		UNK
जिसमें		sg		sg
भगते		sg		sg
ज़ख्मी		any		any
होकर		any		any
चौबारे		sg		sg
के		sg		sg
दरवाजे		sg		sg
के		UNK		UNK
सामने		sg		sg
गिर		sg		sg
पड़ा		sg		sg
।		UNK		UNK
हेड		sg		sg
काँस्टेबल		pl		sg
आज़ाद		sg		sg
सिंह		sg		sg
और		UNK		UNK
राज		sg		sg
सिंह		sg		sg
ने		UNK		UNK
तत्काल		UNK		UNK
उसे		sg		sg
दबोच		sg		sg
लिया		sg		sg
।		UNK		UNK
पुलिस		sg		sg
ने		UNK		UNK
संजय		sg		sg
के		UNK		UNK
पास		sg		sg
से		UNK		UNK
३१५		any		any
बोर		sg		sg
का		sg		sg
एक		any		any
देसी		any		sg
पिस्तौल		sg		sg
,		UNK		UNK
दो		any		any
जिंदा		any		any
कारतूस		pl		sg
व		UNK		UNK
एक		any		any
खोल		sg		sg
NULL		UNK		UNK
,		UNK		UNK
NULL		UNK		UNK
नरेश		sg		sg
के		sg		sg
कब्जे		sg		sg
से		UNK		UNK
३१५		any		any
बोर		sg		sg
की		sg		sg
देसी		any		sg
पिस्तौल		sg		sg
,		UNK		UNK
तीन		any		any
कारतूस		pl		sg
व		UNK		UNK
एक		any		any
खोल		sg		sg
बरामद		any		any
किए		pl		pl
।		UNK		UNK
अनिल		sg		sg
भगते		sg		sg
के		sg		UNK
कब्जे		sg		sg
से		UNK		UNK
९		any		any
एमएम		sg		sg
की		sg		sg
पिस्तौल		sg		sg
व		UNK		UNK
जेब		sg		sg
से		UNK		UNK
३१५		any		any
बोर		sg		sg
की		sg		sg
देसी		any		sg
पिस्तौल		sg		sg
बरामद		any		any
की		sg		sg
।		UNK		UNK
सीआईए		sg		sg
के		sg		sg
निरीक्षक		sg		sg
राजबीर		sg		sg
सिंह		sg		sg
की		sg		sg
शिकायत		sg		sg
पर		UNK		UNK
आईपीसी		sg		sg
की		sg		sg
धारा		sg		sg
३०७		sg		sg
,		UNK		UNK
३४		sg		sg
,		UNK		UNK
२५		sg		sg
,		UNK		UNK
५४		sg		sg
व		UNK		UNK
५९		sg		sg
के		UNK		UNK
तहत		UNK		UNK
मामला		sg		sg
दर्ज		any		any
कर		any		any
कार्रवाई		sg		sg
शुरू		sg		sg
कर		sg		sg
दी		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
उसकी		sg		sg
हालत		sg		sg
बिगड़ने		any		any
पर		UNK		UNK
परिजनों		pl		pl
ने		UNK		UNK
उसे		sg		sg
एक		any		any
निजी		any		any
अस्पताल		sg		sg
में		UNK		UNK
भर्ती		sg		sg
कराया		sg		sg
,		UNK		UNK
जहाँ		UNK		UNK
उपचार		sg		sg
के		UNK		UNK
दौरान		sg		sg
उसकी		sg		sg
मौत		sg		sg
हो		sg		sg
गई		sg		sg
।		UNK		UNK
पुलिस		sg		sg
ने		UNK		UNK
मंगलवार		sg		sg
शाम		sg		sg
पोस्टमार्टम		sg		sg
के		UNK		UNK
बाद		sg		sg
अनिल		sg		sg
भगते		sg		sg
व		UNK		UNK
उसकी		sg		sg
पत्नी		sg		sg
निर्मला		sg		sg
के		pl		pl
शवों		pl		pl
को		UNK		UNK
परिजनों		pl		pl
को		UNK		UNK
सौंप		sg		sg
दिया		sg		sg
।		UNK		UNK
उस		sg		sg
पर		UNK		UNK
कुल		UNK		UNK
डेढ़		any		any
लाख		any		any
रुपये		pl		sg
का		sg		sg
इनाम		sg		sg
घोषित		any		any
था		sg		sg
।		UNK		UNK
केंद्र		sg		sg
सरकार		sg		sg
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		any
पॉवर		sg		sg
प्लांट		sg		sg
'		UNK		UNK
लगाने		sg		sg
के		sg		sg
रास्ते		sg		sg
की		sg		pl
सारी		pl		any
बाधाओं		pl		pl
को		UNK		UNK
खत्म		any		any
करने		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
बिजली		sg		sg
की		sg		sg
अनियमित		any		any
आपूर्ति		sg		sg
से		UNK		UNK
तबाह		any		any
हो		pl		pl
रहे		pl		pl
उद्योगों		pl		pl
को		UNK		UNK
बचाने		any		any
और		UNK		UNK
लोगों		pl		pl
को		UNK		UNK
बिजली		sg		sg
गुल		sg		sg
से		UNK		UNK
राहत		sg		sg
दिलाने		any		any
के		UNK		UNK
लिए		UNK		UNK
सरकार		sg		sg
के		UNK		UNK
पास		sg		sg
एकमात्र		UNK		UNK
यही		sg		sg
रास्ता		sg		sg
बचा		sg		sg
है		sg		sg
।		UNK		UNK
इसलिए		UNK		UNK
सरकार		sg		sg
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
प्लांट		sg		sg
'		UNK		UNK
को		UNK		UNK
बढ़ावा		sg		sg
देने		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
प्रस्तावित		any		any
नई		sg		sg
ऊर्जा		sg		sg
नीति		sg		sg
में		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
'		UNK		UNK
के		sg		sg
उत्पादन		sg		sg
को		UNK		UNK
लाइसेंस		sg		sg
मुक्त		any		any
करने		sg		sg
की		sg		sg
योजना		sg		sg
है		sg		sg
।		UNK		UNK
सरकार		sg		sg
की		sg		sg
कोशिश		sg		sg
है		sg		sg
कि		UNK		UNK
ज्यादा		UNK		UNK
से		UNK		UNK
ज्यादा		UNK		UNK
औद्योगिक		any		any
घराने		pl		any
अपने		any		any
लिए		UNK		UNK
खुद		UNK		UNK
बिजली		sg		sg
उत्पादित		any		any
कर		any		any
बाकी		any		any
बची		sg		sg
बिजली		sg		sg
ग्रिड		sg		sg
को		UNK		UNK
बेच		sg		sg
दें		sg		pl
।		UNK		UNK
इस		sg		sg
नई		sg		sg
नीति		sg		sg
से		UNK		UNK
अब		UNK		UNK
औद्योगिक		any		any
घरानों		pl		pl
को		UNK		UNK
अपनी		any		any
जरूरत		sg		sg
के		UNK		UNK
लिए		UNK		UNK
खुद		UNK		UNK
बिजली		sg		sg
पैदा		any		any
करने		any		any
के		UNK		UNK
लिए		UNK		UNK
कैप्टिव		sg		any
पॉवर		sg		sg
प्लांट		sg		sg
लगाने		any		any
में		UNK		UNK
आसानी		sg		sg
होगी		sg		sg
।		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
योजना		sg		sg
के		UNK		UNK
तहत		UNK		UNK
२५		any		any
मेगावॉट		sg		sg
क्षमता		sg		sg
तक		UNK		UNK
के		pl		UNK
प्लांट		pl		sg
लगाने		sg		sg
का		sg		sg
